,Model,Year,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Price_USD,Sales_Volume,Sales_Classification
45577,M5,2015,Asia,Red,Hybrid,Automatic,4.1,153400,117477,504,Low
41503,i3,2012,Asia,Black,Hybrid,Automatic,3.8,17821,41029,2102,Low
27872,i8,2024,South America,Grey,Petrol,Automatic,3.1,78663,60027,480,Low
10810,X6,2013,North America,Blue,Hybrid,Automatic,3.3,38742,51853,7435,High
38214,M5,2014,South America,White,Hybrid,Automatic,4.0,87035,81552,1572,Low
11730,M3,2018,North America,Black,Electric,Manual,4.6,62441,100276,2052,Low
27438,7 Series,2024,Middle East,Red,Petrol,Manual,2.1,65175,109694,7815,High
21779,X6,2019,Africa,White,Electric,Manual,3.6,193438,85586,3071,Low
34079,i8,2012,Africa,Blue,Electric,Automatic,3.1,130559,51575,7349,High
22915,X3,2010,Europe,Black,Petrol,Automatic,4.7,61436,88351,3789,Low
8085,X6,2023,Europe,Red,Petrol,Automatic,5.0,191673,61766,6816,Low
43467,X3,2020,Europe,Silver,Electric,Automatic,3.3,40094,72046,2439,Low
14709,7 Series,2023,Asia,Red,Hybrid,Manual,2.1,163845,96349,5183,Low
15466,X6,2014,Middle East,Black,Petrol,Manual,3.0,75934,51102,1396,Low
37172,M5,2024,Africa,Red,Diesel,Automatic,4.9,127992,42684,7727,High
28748,3 Series,2016,Asia,Blue,Electric,Automatic,3.0,26755,33965,6603,Low
3104,3 Series,2011,North America,Silver,Electric,Manual,4.6,160396,87320,750,Low
708,i8,2013,Asia,Black,Diesel,Manual,2.7,172965,46246,6281,Low
38385,M3,2017,Africa,Red,Hybrid,Automatic,3.3,97895,34489,7264,High
23444,X6,2019,Europe,Red,Electric,Manual,1.7,45853,106962,1425,Low
26510,X5,2019,Asia,Red,Petrol,Manual,2.2,137360,46519,3507,Low
8466,M3,2018,Africa,White,Electric,Automatic,4.1,40900,43625,4551,Low
6230,X6,2012,Africa,Grey,Electric,Automatic,4.4,10459,53980,5703,Low
46358,i8,2012,North America,Grey,Hybrid,Automatic,2.1,140377,106458,9773,High
39357,5 Series,2015,Europe,Black,Petrol,Automatic,1.6,76491,78938,5748,Low
16386,7 Series,2016,Middle East,White,Diesel,Manual,4.8,132832,66491,9761,High
34165,X5,2011,South America,Red,Diesel,Manual,4.8,61601,87837,435,Low
4168,X1,2013,South America,White,Hybrid,Automatic,3.6,174894,114368,8727,High
5803,M5,2022,Africa,Blue,Petrol,Automatic,2.7,16481,115540,8042,High
12753,7 Series,2010,Africa,Grey,Diesel,Manual,3.1,108649,47035,356,Low
2189,3 Series,2024,Middle East,Blue,Diesel,Automatic,3.3,45834,86571,1675,Low
12187,X5,2016,North America,Silver,Electric,Manual,1.7,18069,32529,8562,High
31727,3 Series,2023,Africa,Black,Diesel,Manual,3.6,97509,78760,6128,Low
19245,X6,2014,Asia,Blue,Hybrid,Manual,2.2,117011,64368,2866,Low
37866,5 Series,2012,Africa,Silver,Electric,Manual,2.2,35405,116787,2981,Low
43514,M5,2013,Africa,White,Hybrid,Automatic,4.0,59626,112112,1561,Low
8718,X6,2017,South America,Blue,Hybrid,Manual,3.8,168547,45721,3243,Low
28824,X6,2022,Africa,White,Diesel,Automatic,3.8,62018,52344,2267,Low
24468,M3,2022,North America,Blue,Petrol,Manual,4.7,180231,84627,9840,High
48252,X3,2024,Africa,Grey,Petrol,Manual,2.7,152196,97643,7023,High
7201,i8,2015,Africa,Blue,Diesel,Manual,3.4,185741,54735,1172,Low
9282,X1,2019,Asia,Silver,Petrol,Manual,2.8,16683,55978,1630,Low
26820,7 Series,2011,South America,Red,Petrol,Automatic,2.0,132702,38256,5794,Low
27373,M3,2015,Europe,Black,Petrol,Automatic,1.6,183448,104397,725,Low
22492,M3,2024,Europe,White,Diesel,Manual,2.2,135504,41903,2029,Low
45637,5 Series,2023,Middle East,Blue,Diesel,Manual,2.0,65908,110144,7721,High
45879,i3,2019,Europe,Black,Diesel,Automatic,2.6,150901,111466,236,Low
29339,X3,2021,Asia,Blue,Electric,Manual,5.0,188063,30092,5741,Low
46547,i8,2012,South America,Red,Petrol,Manual,2.5,122909,67033,8612,High
10803,X3,2011,Africa,Grey,Electric,Manual,3.6,99928,33045,816,Low
20964,M5,2014,Europe,Blue,Petrol,Automatic,2.4,25135,30525,5892,Low
30032,X1,2012,Asia,Blue,Petrol,Automatic,4.3,149287,47957,9920,High
5222,i3,2015,Middle East,Black,Hybrid,Manual,2.9,33997,75065,7748,High
659,i8,2021,Europe,Grey,Electric,Automatic,3.4,157823,114472,2087,Low
33245,7 Series,2020,Middle East,Black,Diesel,Automatic,2.6,79292,38065,6090,Low
5865,i3,2017,North America,White,Diesel,Automatic,5.0,120013,57627,5031,Low
48871,7 Series,2022,Europe,Blue,Hybrid,Automatic,3.6,6417,55096,8093,High
22985,M3,2021,Europe,Grey,Petrol,Manual,1.9,142684,106763,6754,Low
28880,X1,2016,North America,Black,Diesel,Automatic,2.6,154254,47547,5524,Low
47087,X1,2022,Africa,Grey,Electric,Automatic,3.8,47538,59411,9060,High
26527,X5,2018,North America,Silver,Petrol,Manual,1.6,15457,64879,5110,Low
9647,M5,2015,Europe,Black,Hybrid,Automatic,2.8,126880,30766,8614,High
49545,X6,2015,Middle East,Silver,Hybrid,Automatic,1.5,149030,54969,561,Low
32374,X3,2013,North America,Black,Hybrid,Automatic,3.6,119107,38541,6154,Low
26158,X1,2014,North America,Grey,Diesel,Automatic,3.9,126827,43174,2933,Low
11711,i3,2013,Middle East,Black,Electric,Manual,4.2,94361,74736,2910,Low
27238,X6,2016,South America,Red,Petrol,Automatic,2.0,158961,57597,4914,Low
18353,X6,2022,Asia,Silver,Petrol,Automatic,3.7,178764,53155,8830,High
49514,i3,2010,South America,Black,Diesel,Automatic,1.7,62169,87387,6680,Low
21724,3 Series,2020,Africa,Red,Diesel,Manual,3.3,19395,110452,3544,Low
25924,M3,2016,South America,Red,Petrol,Automatic,3.9,24664,89482,8207,High
41389,7 Series,2022,Africa,Blue,Petrol,Manual,1.8,165992,48316,9292,High
4772,i3,2012,Middle East,Blue,Electric,Manual,4.7,53309,35136,3845,Low
35204,i3,2011,Asia,Red,Diesel,Automatic,3.6,47228,49035,8653,High
27878,X1,2017,Middle East,Blue,Hybrid,Automatic,3.9,132804,98566,7456,High
5874,X1,2022,Middle East,White,Electric,Automatic,4.9,92675,77007,8369,High
17804,i8,2023,Europe,Red,Electric,Automatic,1.7,34611,90965,9321,High
34223,i8,2020,Middle East,Blue,Diesel,Manual,3.2,49526,92855,7575,High
7841,i3,2013,Europe,Grey,Diesel,Manual,2.1,16320,106543,5836,Low
15922,M5,2017,Africa,Red,Hybrid,Manual,4.4,137962,78706,4993,Low
28366,i3,2024,Africa,Silver,Hybrid,Manual,4.6,115245,86797,1161,Low
12083,i8,2013,Asia,Blue,Petrol,Automatic,2.2,60956,100121,2856,Low
20033,i3,2021,Africa,Red,Diesel,Manual,3.6,45970,57152,8630,High
14487,i3,2021,Middle East,Blue,Diesel,Automatic,4.5,107377,107234,5140,Low
20818,i8,2013,South America,Blue,Diesel,Manual,5.0,45050,72734,1017,Low
37517,M3,2020,South America,Blue,Petrol,Automatic,3.8,53316,87623,7161,High
44235,M5,2023,South America,Red,Diesel,Automatic,4.6,139962,83231,6441,Low
48650,i3,2024,Asia,White,Electric,Automatic,5.0,42567,72766,7641,High
36235,X6,2024,South America,Blue,Hybrid,Manual,4.7,18112,91069,7872,High
21069,3 Series,2015,Middle East,Blue,Hybrid,Automatic,1.9,106820,34630,7003,High
9523,i8,2011,North America,White,Electric,Automatic,4.5,91610,56948,5794,Low
32755,3 Series,2017,North America,Grey,Electric,Automatic,3.7,189170,119591,5997,Low
12053,i8,2015,South America,Blue,Hybrid,Manual,4.7,7200,98637,8364,High
23593,M5,2017,South America,White,Hybrid,Manual,4.7,20240,61238,8281,High
8037,X5,2021,North America,Grey,Diesel,Manual,3.2,189006,54423,7733,High
46976,M5,2020,Asia,Blue,Electric,Automatic,4.5,188312,111806,4616,Low
16399,X6,2023,Europe,Blue,Electric,Manual,1.9,30912,102522,2691,Low
45785,M5,2014,North America,Black,Petrol,Automatic,4.0,78656,100270,9708,High
34615,3 Series,2021,Europe,Black,Electric,Manual,3.5,54852,43331,1178,Low
7624,M3,2010,Africa,White,Diesel,Automatic,3.9,7069,73780,9590,High
13661,5 Series,2011,South America,Red,Hybrid,Manual,2.6,115752,118708,6123,Low
37736,7 Series,2021,Europe,Black,Hybrid,Automatic,3.4,98514,109786,5383,Low
26541,X1,2019,Europe,Red,Petrol,Automatic,2.5,110298,52510,9479,High
13267,M5,2012,North America,White,Petrol,Automatic,2.4,138676,83180,4566,Low
18082,X1,2016,Africa,Red,Electric,Manual,4.7,178624,70339,8320,High
48085,i3,2013,Middle East,Blue,Petrol,Automatic,3.1,167819,43679,3139,Low
42767,i8,2012,South America,Blue,Electric,Manual,1.8,145450,105476,9031,High
4070,X3,2016,South America,Blue,Diesel,Automatic,4.8,50970,33253,8669,High
16286,M3,2020,Africa,White,Electric,Automatic,4.2,101280,84777,7257,High
1118,7 Series,2015,Africa,Blue,Diesel,Manual,2.5,191408,72816,7634,High
10074,3 Series,2012,South America,Grey,Hybrid,Manual,4.6,193617,57522,2824,Low
11373,X5,2011,Africa,Blue,Petrol,Manual,1.8,88156,34287,867,Low
32684,M3,2024,North America,White,Hybrid,Automatic,2.0,131937,118301,2934,Low
46433,X6,2019,Europe,Silver,Electric,Manual,2.3,108880,43138,2950,Low
25349,5 Series,2018,Africa,Blue,Hybrid,Manual,4.1,141770,44331,5921,Low
6715,X1,2010,Africa,White,Diesel,Manual,3.5,186071,32849,9896,High
34567,i3,2014,South America,Blue,Hybrid,Automatic,4.0,110293,75465,6811,Low
1030,5 Series,2018,North America,Grey,Hybrid,Manual,3.3,151280,50933,6633,Low
22753,7 Series,2019,Middle East,Grey,Electric,Automatic,2.6,112455,59072,7566,High
11761,X1,2014,Africa,Red,Diesel,Automatic,2.7,150881,45468,5815,Low
35896,i3,2017,Africa,White,Electric,Manual,4.0,49418,35854,9544,High
14492,7 Series,2022,Africa,Black,Hybrid,Automatic,3.3,67817,77140,3785,Low
25085,M5,2015,North America,White,Electric,Automatic,4.2,193418,106808,7070,High
20395,5 Series,2011,Asia,Black,Hybrid,Automatic,1.8,162089,51891,7936,High
4813,X6,2017,Europe,Black,Diesel,Manual,1.7,119713,38074,8517,High
8994,X1,2023,Asia,Blue,Electric,Manual,4.1,89948,114148,5967,Low
49691,X3,2023,Middle East,Blue,Hybrid,Manual,3.7,147274,36371,4355,Low
21374,M3,2019,North America,White,Petrol,Automatic,3.2,108270,103737,6894,Low
30242,X1,2014,South America,Grey,Diesel,Manual,1.7,123700,40452,9618,High
47578,i8,2021,North America,White,Hybrid,Manual,1.9,26298,32015,4107,Low
1164,i3,2017,Asia,Silver,Diesel,Automatic,4.9,18561,90174,6181,Low
24810,X6,2014,Asia,Black,Diesel,Manual,4.2,115130,43107,7314,High
21109,7 Series,2024,Europe,White,Electric,Manual,2.9,123322,70015,6072,Low
3697,M3,2023,Middle East,White,Diesel,Automatic,4.4,39357,99529,3911,Low
11438,i3,2016,Asia,Silver,Petrol,Manual,4.3,62207,74829,5781,Low
4469,7 Series,2024,Asia,Red,Diesel,Manual,3.5,51495,52225,7102,High
9807,5 Series,2019,North America,Red,Petrol,Automatic,2.7,37325,80797,2810,Low
47767,3 Series,2013,Middle East,Silver,Hybrid,Manual,4.2,134043,52691,483,Low
6748,X6,2018,Middle East,Black,Petrol,Manual,3.9,82265,35068,6004,Low
49184,X3,2021,Africa,Grey,Petrol,Manual,1.7,91442,82917,6277,Low
17378,X1,2019,North America,Red,Hybrid,Automatic,4.7,41870,116844,2871,Low
36884,M5,2020,Africa,White,Hybrid,Manual,3.3,99229,83027,6235,Low
13356,X3,2014,Asia,Red,Hybrid,Manual,2.4,164015,82236,5458,Low
32404,M3,2022,Europe,White,Hybrid,Manual,4.1,186461,52991,2826,Low
42454,X1,2017,Asia,White,Electric,Manual,3.0,64242,95081,551,Low
46065,X5,2024,Africa,Red,Petrol,Manual,4.7,5586,67739,8774,High
11538,M5,2023,Africa,Grey,Hybrid,Manual,4.5,172787,73285,6016,Low
2008,X5,2010,Africa,Red,Diesel,Automatic,4.9,193945,50045,241,Low
3221,X3,2022,South America,White,Electric,Manual,2.1,58445,110086,1629,Low
44996,3 Series,2012,Middle East,Silver,Petrol,Manual,2.6,169543,51338,5499,Low
18762,X5,2017,Middle East,White,Diesel,Manual,2.1,121544,116373,1456,Low
14165,X5,2010,Africa,Black,Electric,Automatic,4.5,156356,40241,4809,Low
40683,X6,2014,South America,Black,Electric,Automatic,3.4,102453,96527,819,Low
25080,X3,2024,North America,Blue,Diesel,Manual,4.0,19578,49363,6793,Low
1822,X1,2012,South America,Black,Electric,Manual,4.8,5378,33777,103,Low
44661,3 Series,2021,North America,Silver,Electric,Manual,4.6,148634,32644,7600,High
6848,X5,2019,South America,White,Diesel,Manual,3.2,103414,44306,6477,Low
12635,M3,2017,Asia,Blue,Hybrid,Manual,4.6,147490,57676,6120,Low
37668,X1,2011,Africa,Red,Electric,Automatic,2.8,59210,70048,6825,Low
6095,5 Series,2019,Asia,Red,Petrol,Automatic,3.7,89249,116592,7877,High
39248,X5,2022,Asia,White,Hybrid,Automatic,4.2,50397,93512,1465,Low
10577,X5,2023,Africa,Grey,Diesel,Automatic,1.9,180001,103970,9554,High
31074,5 Series,2015,North America,Black,Petrol,Automatic,4.6,118904,73854,5131,Low
29112,3 Series,2017,Asia,Grey,Diesel,Manual,1.8,180670,82545,5702,Low
10192,X5,2019,Asia,Blue,Electric,Automatic,3.0,155528,55356,8209,High
314,i3,2021,Europe,Silver,Hybrid,Automatic,3.3,24238,111742,1482,Low
11449,X1,2023,Asia,Grey,Petrol,Automatic,4.0,60517,116077,5625,Low
30745,M3,2015,North America,Grey,Diesel,Manual,2.2,8965,47473,4330,Low
29702,7 Series,2016,North America,Red,Hybrid,Manual,3.1,101854,54424,8187,High
27658,X5,2015,Asia,Silver,Hybrid,Automatic,2.4,80470,67892,668,Low
23685,5 Series,2018,Europe,White,Hybrid,Manual,1.9,83748,41276,1915,Low
28375,7 Series,2021,Africa,White,Petrol,Manual,2.6,118886,35023,9416,High
3085,5 Series,2023,South America,White,Hybrid,Manual,4.9,160890,46027,9389,High
49371,i8,2020,Middle East,White,Diesel,Manual,2.3,3777,83039,4686,Low
3751,X6,2018,Asia,Grey,Diesel,Automatic,4.2,199232,64026,3388,Low
5048,X1,2014,North America,White,Diesel,Manual,1.8,178309,113719,5003,Low
29186,X3,2018,North America,Red,Petrol,Manual,3.2,10154,119560,1760,Low
30708,i8,2015,South America,Silver,Diesel,Automatic,3.1,182239,109241,4378,Low
20146,7 Series,2019,Europe,Silver,Diesel,Automatic,1.8,139489,87640,8404,High
32249,M5,2023,Asia,Grey,Hybrid,Automatic,3.4,96765,103196,9976,High
4969,M5,2024,Europe,Black,Electric,Manual,2.7,51810,68596,4430,Low
30525,X1,2024,Africa,Black,Hybrid,Automatic,1.9,6140,96419,725,Low
18494,3 Series,2020,Africa,Red,Hybrid,Automatic,4.2,53075,87562,4640,Low
38064,7 Series,2024,Asia,White,Petrol,Manual,4.5,11116,50324,8754,High
41836,i3,2017,South America,Red,Petrol,Manual,4.1,164823,59170,1836,Low
32752,X6,2015,Europe,Blue,Hybrid,Manual,1.5,122014,84377,3099,Low
20073,i8,2018,South America,Black,Diesel,Automatic,2.1,70045,99614,2548,Low
26273,X1,2017,Asia,Silver,Hybrid,Manual,4.3,172034,47888,202,Low
13649,7 Series,2011,Europe,Silver,Petrol,Manual,1.7,137042,74846,8476,High
25533,i8,2013,Africa,Silver,Petrol,Automatic,3.8,18255,33421,2509,Low
17521,i3,2017,Europe,Blue,Hybrid,Automatic,2.4,101176,82493,5839,Low
25480,3 Series,2016,Europe,Silver,Petrol,Automatic,2.9,135592,56166,4678,Low
48234,M3,2011,Asia,Silver,Hybrid,Manual,3.3,159006,113762,2143,Low
48787,i8,2015,Middle East,Blue,Hybrid,Manual,3.6,139734,52696,485,Low
32389,X6,2011,Middle East,Grey,Electric,Automatic,1.8,123125,47932,1613,Low
5086,i3,2018,South America,Blue,Petrol,Manual,1.8,117128,82869,4128,Low
17252,X5,2016,Africa,Red,Petrol,Manual,2.6,37497,60081,3499,Low
4039,M5,2011,North America,Silver,Diesel,Automatic,3.4,47230,102965,9367,High
18386,X1,2018,South America,Red,Electric,Manual,4.2,193856,63202,8885,High
4246,7 Series,2011,South America,White,Diesel,Automatic,1.5,109461,116095,9317,High
18627,X6,2017,North America,Silver,Electric,Automatic,4.0,123463,119734,4278,Low
879,X6,2020,Middle East,Black,Petrol,Automatic,4.6,102694,89134,9161,High
23298,X1,2014,Asia,Silver,Electric,Manual,2.0,150159,56035,8616,High
29752,i3,2022,North America,Black,Diesel,Manual,2.6,62952,100429,5437,Low
30172,7 Series,2022,Asia,Black,Petrol,Manual,2.6,1795,100251,2067,Low
28559,X3,2013,North America,Silver,Diesel,Manual,4.0,168919,70791,5309,Low
18863,7 Series,2022,Middle East,Black,Electric,Automatic,2.9,41245,95922,9211,High
43343,X5,2018,South America,Silver,Petrol,Automatic,2.0,109023,44512,1560,Low
34210,5 Series,2011,Europe,Silver,Diesel,Manual,3.4,138833,103103,5964,Low
26083,X6,2013,Asia,Red,Diesel,Automatic,2.1,2253,36675,8476,High
1941,i8,2010,Europe,Black,Diesel,Automatic,3.0,125917,91594,2115,Low
22225,7 Series,2017,Europe,Grey,Hybrid,Manual,4.3,188501,47696,7090,High
44691,X5,2016,Asia,Red,Petrol,Manual,3.8,42163,71577,1114,Low
43239,3 Series,2021,North America,Grey,Electric,Manual,4.6,83608,89369,7897,High
23859,M5,2017,Middle East,Red,Diesel,Manual,4.6,25646,39857,6864,Low
14158,3 Series,2023,North America,Grey,Hybrid,Manual,4.1,177587,76935,9971,High
33875,X5,2014,Middle East,Silver,Diesel,Automatic,2.6,54319,98406,9939,High
48104,7 Series,2020,Africa,White,Diesel,Automatic,2.2,73675,89934,9128,High
23449,i3,2018,Asia,Silver,Hybrid,Automatic,4.7,133259,111752,4592,Low
6623,i8,2011,South America,Black,Petrol,Automatic,3.8,180855,54815,3425,Low
38264,M5,2015,Middle East,Red,Diesel,Manual,1.5,196672,41321,8456,High
26241,7 Series,2020,South America,Silver,Diesel,Automatic,1.9,165903,99272,1317,Low
47591,M3,2022,Asia,Blue,Electric,Automatic,2.9,6324,89141,5683,Low
24155,M5,2023,North America,Black,Diesel,Automatic,4.1,30940,101979,723,Low
32058,X6,2019,North America,Blue,Hybrid,Automatic,4.7,63940,117170,7289,High
9331,7 Series,2021,Africa,Red,Hybrid,Automatic,2.6,140374,83927,326,Low
43564,3 Series,2019,Africa,Red,Electric,Manual,2.2,159689,110516,7804,High
3493,M3,2021,Europe,Grey,Diesel,Manual,1.9,162721,112364,5635,Low
4878,X3,2017,Middle East,Silver,Petrol,Automatic,4.8,59804,40276,7401,High
47062,X1,2023,Europe,Grey,Diesel,Automatic,3.3,139598,92988,851,Low
998,X5,2018,Europe,White,Diesel,Automatic,2.4,33911,69138,4366,Low
37086,i3,2021,Africa,Silver,Diesel,Automatic,3.9,44468,39888,1511,Low
36437,X1,2011,South America,Black,Hybrid,Automatic,4.2,31810,51719,1034,Low
34749,5 Series,2023,Middle East,Blue,Electric,Automatic,3.8,136282,80874,3465,Low
28616,M5,2021,Middle East,Black,Petrol,Automatic,1.7,185669,83051,9487,High
37095,X6,2013,Africa,Silver,Petrol,Automatic,2.8,32962,68752,7140,High
22810,X3,2018,Middle East,Red,Diesel,Automatic,3.3,124071,66347,2704,Low
7142,M3,2021,South America,White,Electric,Manual,3.3,155074,81955,3376,Low
21558,i8,2020,South America,Blue,Hybrid,Manual,4.7,69999,56987,9971,High
9935,X1,2014,North America,Black,Electric,Manual,1.9,76934,58459,3104,Low
4788,X5,2014,Asia,Red,Electric,Automatic,3.0,134311,31777,2026,Low
30510,X1,2011,North America,Blue,Electric,Automatic,2.0,192887,118276,9799,High
31189,X3,2018,Middle East,Blue,Diesel,Automatic,2.3,153589,108195,2286,Low
20083,X6,2018,South America,Red,Diesel,Automatic,2.4,96602,82637,8232,High
10823,i3,2020,Middle East,Silver,Hybrid,Automatic,4.1,192571,95319,879,Low
672,X5,2010,Asia,Black,Diesel,Manual,1.7,140291,61697,9927,High
15594,M5,2012,Europe,White,Hybrid,Automatic,3.5,23829,37841,7326,High
43048,5 Series,2022,Middle East,Blue,Diesel,Manual,2.3,72878,38371,5325,Low
21911,X5,2022,Africa,Black,Petrol,Manual,1.8,167890,84936,1822,Low
11868,X5,2019,Middle East,Grey,Hybrid,Manual,2.8,94121,39863,2418,Low
34690,7 Series,2013,North America,Silver,Petrol,Manual,3.2,32997,54520,4923,Low
11321,X1,2011,Asia,Grey,Electric,Manual,2.8,85572,41707,5898,Low
44211,M3,2012,Europe,White,Electric,Automatic,1.8,41741,98868,9607,High
24614,M3,2024,Middle East,Blue,Hybrid,Automatic,2.5,41098,49981,749,Low
12005,3 Series,2013,Asia,White,Electric,Manual,4.7,27046,67660,7989,High
3939,X1,2014,Asia,White,Electric,Manual,3.1,183808,59728,1852,Low
4613,3 Series,2012,North America,Red,Diesel,Manual,4.3,138014,117535,8404,High
36759,3 Series,2017,Asia,Red,Hybrid,Manual,3.3,143078,82103,6781,Low
31458,X5,2012,Middle East,Black,Hybrid,Automatic,1.7,26573,111949,2207,Low
44952,X1,2014,Middle East,Red,Hybrid,Automatic,2.5,178146,98764,8911,High
4347,X6,2017,Asia,Black,Petrol,Manual,2.7,135992,38064,4187,Low
39327,M5,2024,South America,Blue,Petrol,Automatic,4.1,111270,115032,4442,Low
49922,i3,2017,Europe,Silver,Electric,Automatic,3.3,54959,75374,7102,High
22393,i3,2014,Asia,White,Hybrid,Automatic,2.5,197370,60571,1853,Low
3156,5 Series,2017,North America,Black,Petrol,Manual,3.2,47133,110010,7701,High
29917,X1,2014,Asia,Silver,Electric,Manual,4.2,60321,77051,4382,Low
37223,5 Series,2016,Europe,Black,Hybrid,Manual,5.0,85775,110615,7089,High
13478,7 Series,2013,Europe,Red,Petrol,Automatic,2.3,60388,49723,6073,Low
13871,X1,2010,South America,Black,Electric,Automatic,3.0,148692,88976,1835,Low
38555,X3,2017,South America,Silver,Petrol,Manual,4.8,190543,72000,8121,High
25329,i3,2021,Africa,Blue,Hybrid,Automatic,4.6,92398,106416,2503,Low
44684,M5,2010,Asia,White,Hybrid,Manual,3.3,60469,83399,3248,Low
985,X5,2015,Africa,Silver,Petrol,Manual,1.7,40365,119178,3290,Low
37139,X5,2014,Africa,Red,Hybrid,Manual,3.3,46245,116955,6873,Low
35033,X5,2021,North America,Black,Petrol,Automatic,4.1,57553,67993,3929,Low
23730,i3,2023,South America,Grey,Petrol,Automatic,3.2,17893,32480,3593,Low
7530,7 Series,2011,Europe,Silver,Electric,Automatic,3.9,43315,91824,3580,Low
44394,X6,2012,Europe,Grey,Diesel,Automatic,2.0,173928,47759,8609,High
32948,X6,2021,Middle East,Blue,Diesel,Manual,4.4,120412,86066,4424,Low
30877,5 Series,2020,Asia,White,Electric,Manual,3.5,64759,91704,3789,Low
29930,X1,2022,South America,White,Petrol,Automatic,4.0,169713,117710,7074,High
23415,7 Series,2016,Middle East,Silver,Diesel,Manual,4.2,141091,55662,607,Low
6059,i3,2014,Asia,Black,Petrol,Manual,3.8,128707,54686,7147,High
23679,5 Series,2020,Europe,Red,Hybrid,Manual,3.2,23891,81148,1600,Low
15940,X1,2021,South America,Red,Electric,Automatic,2.7,142888,69745,5356,Low
6948,X3,2020,North America,Grey,Hybrid,Manual,1.7,164895,70837,2484,Low
30095,i3,2019,Middle East,Blue,Petrol,Manual,2.6,182645,77264,468,Low
41339,M3,2023,Asia,Black,Hybrid,Manual,3.4,140045,66305,479,Low
49598,i3,2011,Middle East,Blue,Petrol,Manual,4.8,7203,49099,7974,High
